Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Body Material (product.metafields.custom.body_material),Brand (product.metafields.custom.brand),Instrument Compatibility (product.metafields.custom.instrument_compatibility),Instrument Type (product.metafields.custom.instrument_type),Key (product.metafields.custom.key),Key Features 1 (product.metafields.custom.key_features_1),Key Features 2 (product.metafields.custom.key_features_2),Key Features 3 (product.metafields.custom.key_features_3),Key Plating (product.metafields.custom.key_material),Key Post Material (product.metafields.custom.key_post_material),meter (product.metafields.custom.meter),Pad Type (product.metafields.custom.pad_type),Product Grouping Option 1 (product.metafields.custom.product_grouping_option_1),Product Grouping Option 1 Value (product.metafields.custom.product_grouping_option_1_value),Product Type (product.metafields.custom.product_type),Skill Level (product.metafields.custom.skill_level),_Included_Accessories (product.metafields.custom._included_accessories),Product subtitle (product.metafields.descriptors.subtitle),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),rebate new (product.metafields.rebate.new),rebate old (product.metafields.rebate.old),Product rating count (product.metafields.reviews.rating_count),Bell size (product.metafields.shopify.bell-size),Clarinet key system (product.metafields.shopify.clarinet-key-system),Compatible clarinet type (product.metafields.shopify.compatible-clarinet-type),Instrument/Accessory finish (product.metafields.shopify.instrument-accessory-finish),Instrument material (product.metafields.shopify.instrument-material),Mouthpiece (product.metafields.shopify.mouthpiece),Reed strength (product.metafields.shopify.reed-strength),Tip opening (product.metafields.shopify.tip-opening),Tuning pitch (product.metafields.shopify.tuning-pitch),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
buffet-crampon-tosca-bb-bass-clarinet-low-c,Buffet Crampon Tosca 1195 Bass Clarinet — Low C,"<!-- 
  ***********************************************************************
  *  Page Title: Buffet Crampon Tosca Bass Clarinet – Symphonic Excellence
  *  Meta Description: Discover the Buffet Crampon Tosca Bass Clarinet, 
  *  blending tradition and innovation with a luminous tone and advanced mechanism for professional musicians.
  ***********************************************************************
-->

<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h2 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h3 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }

  .text-center {
    text-align: center;
  }

  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }

  .text-center2 {
    text-align: center;
    text-decoration: underline;
    color: #414040;
  }

  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }

  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }

  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }

  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }

  .tab-content.active {
    display: block;
  }

  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }

  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }

  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>

<article>
  <header>
    <h1 class=""h1"">Buffet Crampon Tosca Bass Clarinet</h1>
    <p class=""text-center1"">The Ultimate in Symphonic Performance</p>
    <p>
      The <strong>Buffet Crampon Tosca Bass Clarinet</strong> redefines symphonic standards with its luminous tone, innovative design, and soundless key mechanism. Perfectly blending traditional craftsmanship with modern advancements, it is the premier choice for professional musicians demanding excellence.
    </p>
  </header>

  <!-- Tab Navigation -->
  <div class=""tabs"">
    <div data-tab=""overview"" class=""tab active"">Overview</div>
    <div data-tab=""features"" class=""tab"">Features</div>
    <div data-tab=""specifications"" class=""tab"">Specifications</div>
  </div>

  <!-- Tab Content: Overview -->
  <div class=""tab-content active"" id=""overview"">
    <p class=""h2""><strong>Elevate Your Sound</strong></p>
    <p>
      Introduced in 2014, the Tosca Bass Clarinet represents the culmination of Buffet Crampon’s expertise in crafting high-performance instruments. Its new Tosca bore design and ergonomic keywork ensure effortless playability, while its luminous tone enhances symphonic textures and solo passages alike.
    </p>
  </div>

  <!-- Tab Content: Features -->
  <div class=""tab-content"" id=""features"">
    <section>
      <header>
        <h1 class=""h2""><strong>Advanced Mechanism &amp; Exceptional Comfort</strong></h1>
        <p class=""text-center1""><strong>Innovation in Every Detail</strong></p>
        <p>
          Equipped with a unique register key system and soundless keying, the Tosca Bass Clarinet offers an unmatched playing experience. The rubber dampers eliminate key noise, and the adjustable thumb key ensures customized comfort, allowing musicians to perform with confidence and precision.
        </p>
      </header>
    </section>

    <section>
      <h2 class=""h3""><strong>Engineered for Longevity &amp; Versatility</strong></h2>
      <p>
        Constructed from premium grenadilla wood, the Tosca’s robust design and metal-capped tenons guarantee durability. Its double low D &amp; E♭ keys and synthetic cork neck add versatility, making it suitable for a wide range of symphonic and solo repertoire.
      </p>
    </section>
  </div>

  <!-- Tab Content: Specifications -->
  <div class=""tab-content"" id=""specifications"">
    <p class=""h2""><strong>Technical Specifications</strong></p>
    <table class=""spec-table"">
      <colgroup>
        <col style=""width: 33%;"">
        <col style=""width: 67%;"">
      </colgroup>
      <tbody>
        <tr>
          <th>Model</th>
          <td>Tosca Bass Clarinet</td>
        </tr>
        <tr>
          <th>Key</th>
          <td>B♭</td>
        </tr>
        <tr>
          <th>Body Material</th>
          <td>Grenadilla wood (Dalbergia melanoxylon)</td>
        </tr>
        <tr>
          <th>Bore</th>
          <td>New Tosca bore design</td>
        </tr>
        <tr>
          <th>Keywork</th>
          <td>24 keys, silver-plated, soundless mechanism</td>
        </tr>
        <tr>
          <th>Pads</th>
          <td>Leather, cork, and metal resonators</td>
        </tr>
        <tr>
          <th>Neck</th>
          <td>Synthetic cork with adjusting screw</td>
        </tr>
        <tr>
          <th>Case</th>
          <td>High-tech case</td>
        </tr>
        <tr>
          <th>Accessories</th>
          <td>Mouthpiece, ligature, cap, swab, cork grease, strap</td>
        </tr>
      </tbody>
    </table>
  </div>

  <footer>
    <p>
      The <strong>Buffet Crampon Tosca Bass Clarinet</strong> sets a new standard for symphonic instruments. Its luminous tone, ergonomic design, and innovative features make it the ultimate choice for professional clarinetists.
    </p>
  </footer>
</article>

<script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>
",Buffet Crampon,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets,Clarinets,"Auxiliary, B Flat, bass, bass clarinet, Bb, buffet, buffet-crampon, clarinet, INSTRUMENT, Key of Bb, Low C, New, Tosca",true,Title,Default Title,,,,,,,,BC1195-2-0,15648.936765,shopify,deny,manual,17528.00,28719.00,true,true,0695121117586,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponToscaBassClarinet0.webp?v=1737620232,1,"",false,Buffet Crampon Tosca Bass Clarinet – Symphonic Excellence,"Discover the Buffet Crampon Tosca Bass Clarinet, blending tradition and innovation with a luminous tone and advanced mechanism for professional musicians.",,,,,,,,,,,, Grenadilla Wood,{{ product.vendor }},Bass Clarinet,Bass Clarinet, Bb,,,, Silver Plated, Silver Plated,, Leather,,,Instrument,,,Tosca,,,,,,,,boehm,,mopane-wood,african-blackwood,bass,,,,,,,,,lb,,14067.00,active
buffet-crampon-tosca-bb-bass-clarinet-low-c,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponToscaBassClarinet4.webp?v=1737620247,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-tosca-bb-bass-clarinet-low-c,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponToscaBassClarinet3.webp?v=1737620247,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-tosca-bb-bass-clarinet-low-c,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponToscaBassClarinet5.webp?v=1737620247,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-tosca-bb-bass-clarinet-low-c,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponToscaBassClarinet1.webp?v=1737620247,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-e13-bb-clarinet,Buffet Crampon E13 B♭ Clarinet,"<!-- 
  ***********************************************************************
  *  Page Title: Buffet Crampon E13 B♭ Clarinet – A Legacy of Excellence
  *  Meta Description: Discover the Buffet Crampon E13 B♭ Clarinet, a trusted 
  *  instrument for advanced musicians featuring professional craftsmanship 
  *  and exceptional projection.
  ***********************************************************************
-->

<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h2 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h3 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }

  .text-center {
    text-align: center;
  }

  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }

  .text-center2 {
    text-align: center;
    text-decoration: underline;
    color: #414040;
  }

  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }

  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }

  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }

  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }

  .tab-content.active {
    display: block;
  }

  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }

  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }

  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>

<article>
  <header>
    <h1 class=""h1"">Buffet Crampon E13 B♭ Clarinet</h1>
    <p class=""text-center1"">A Trusted Instrument for the Advancing Musician</p>
    <p>
      For over 40 years, the <strong>Buffet Crampon E13 B♭ Clarinet</strong> has been a benchmark for quality and reliability. Originating from the renowned BC20 model, this clarinet has been the choice of advanced students and conservatory-level musicians seeking a rich, resonant tone and professional-grade features.
    </p>
  </header>

  <!-- Tab Navigation -->
  <div class=""tabs"">
    <div data-tab=""overview"" class=""tab active"">Overview</div>
    <div data-tab=""features"" class=""tab"">Features</div>
    <div data-tab=""specifications"" class=""tab"">Specifications</div>
  </div>

  <!-- Tab Content: Overview -->
  <div class=""tab-content active"" id=""overview"">
    <p class=""h2""><strong>A Legacy of Sound</strong></p>
    <p>
      The E13 blends Buffet Crampon’s heritage with modern innovation, producing a clarinet that excels in tonal projection and harmonic richness. Its cylindrical bore and grenadilla wood body ensure a focused, centered tone, ideal for solo and ensemble performances alike.
    </p>
  </div>

  <!-- Tab Content: Features -->
  <div class=""tab-content"" id=""features"">
    <section>
      <header>
        <h1 class=""h2""><strong>Built for Performance</strong></h1>
        <p class=""text-center1""><strong>Enhanced Design for Today’s Musicians</strong></p>
        <p>
          Featuring silver-plated keywork, blue steel springs, and leather pads, the E13 offers a premium playing experience. The addition of a redesigned bell, inspired by the RC model, provides enhanced projection and clarity, while the adjustable thumb rest accommodates all playing styles comfortably.
        </p>
      </header>
    </section>
  </div>

  <!-- Tab Content: Specifications -->
  <div class=""tab-content"" id=""specifications"">
    <p class=""h2""><strong>Key Specifications</strong></p>
    <table class=""spec-table"">
      <colgroup>
        <col style=""width: 33%;"">
        <col style=""width: 67%;"">
      </colgroup>
      <tbody>
        <tr>
          <th>Key</th>
          <td>B♭</td>
        </tr>
        <tr>
          <th>Pitch</th>
          <td>442 Hz</td>
        </tr>
        <tr>
          <th>Body Material</th>
          <td>Dalbergia Melanoxylon, stained African blackwood</td>
        </tr>
        <tr>
          <th>Keywork</th>
          <td>17 keys, silver-plated</td>
        </tr>
        <tr>
          <th>Springs</th>
          <td>Blue steel, flat and needle</td>
        </tr>
        <tr>
          <th>Pads</th>
          <td>Leather</td>
        </tr>
        <tr>
          <th>Bell</th>
          <td>RC-inspired redesigned bell</td>
        </tr>
        <tr>
          <th>Thumb Rest</th>
          <td>Adjustable, supports neck strap</td>
        </tr>

         <tr>
          <th>Barrel</th>
          <td>65 mm</td>
        </tr>
      </tbody>
    </table>
  </div>

  <footer>
    <p>
      Experience the enduring legacy of the <strong>Buffet Crampon E13 B♭ Clarinet</strong>. Its professional-grade features and versatile performance capabilities make it an excellent choice for advanced players seeking a refined, reliable instrument.
    </p>
  </footer>
</article>

<script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>
",Buffet Crampon,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets > Bb Clarinets,Clarinets,"B Flat, Bb, buffet, buffet-crampon, clarinet, grenadilla, horn, INSTRUMENT, Key of Bb, New, semi, wood",true,Title,Default Title,,,,,,,,BC1102C-2-0,6259.574706,shopify,continue,manual,3834.00,6579.00,true,true,695121118088,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/Buffet_Crampon_E13_B_Clarinet0.webp?v=1737618731,1,"",false,Buffet Crampon E13 B♭ Clarinet – A Legacy of Excellence,"Discover the Buffet Crampon E13 B♭ Clarinet, a trusted instrument for advanced musicians featuring professional craftsmanship and exceptional projection.",88,,,,,,,,,,, Mopane Wood,{{ product.vendor }},Bb Soprano Clarinet,Bb Soprano Clarinet, Bb,,,, Silver Plated, Silver Plated,, Leather,,,Instrument,,,,,,,,,,,,,,,,,,,,,,,,lb,,2632.00,active
buffet-crampon-e13-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/Buffet_Crampon_E13_B_Clarinet4.webp?v=1737618731,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-e13-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/Buffet_Crampon_E13_B_Clarinet2.webp?v=1737618731,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-e13-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/Buffet_Crampon_E13_B_Clarinet3.webp?v=1737618731,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-e13-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/Buffet_Crampon_E13_B_Clarinet1.webp?v=1737618731,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-tradition-bb-clarinets,Buffet Crampon Tradition B♭ Clarinet,"<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h2 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h3 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }

  .text-center {
    text-align: center;
  }

  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }

  .text-center2 {
    text-align: center;
    text-decoration: underline;
    color: #414040;
  }

  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }

  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }

  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }

  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }

  .tab-content.active {
    display: block;
  }

  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }

  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }

  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>

<article>
  <header>
    <h1 class=""h1"">Buffet Crampon Tradition B♭ Clarinet</h1>
    <p class=""text-center1"">Crafted for Professional Excellence</p>
    <p>
      The <strong>Buffet Crampon Tradition B♭ Clarinet</strong>, inspired by the acclaimed Legende model, embodies pure sound and exquisite craftsmanship. Introduced in 2019, it carries forward the legacy of Buffet Crampon’s iconic BC20 model while incorporating modern enhancements for today’s professional musicians.
    </p>
  </header>

  <!-- Tab Navigation -->
  <div class=""tabs"">
    <div data-tab=""overview"" class=""tab active"">Overview</div>
    <div data-tab=""design"" class=""tab"">Refined Design</div>
    <div data-tab=""specifications"" class=""tab"">Technical Details</div>
  </div>

  <!-- Tab Content: Overview -->
  <div class=""tab-content active"" id=""overview"">
    <p class=""h2""><strong>Pure Tone &amp; Elegant Craftsmanship</strong></p>
    <p>
      The Tradition B♭ Clarinet delivers a woody, well-centered tone reminiscent of the BC20 model, reimagined for the modern performer. Its cylindrical bore ensures even intonation and projection, while the refined features provide a professional playing experience that meets the highest expectations.
    </p>
  </div>

  <!-- Tab Content: Refined Design -->
  <div class=""tab-content"" id=""design"">
    <section>
      <header>
        <h1 class=""h2""><strong>Modern Enhancements with Timeless Appeal</strong></h1>
        <p class=""text-center1""><strong>Where Tradition Meets Innovation</strong></p>
        <p>
          Borrowing features from the premium Legende model, the Tradition B♭ Clarinet includes metal tenon caps, a low F correction key, and a vertical medallion for added elegance. Each clarinet is crafted from natural, unstained grenadilla wood at Buffet Crampon’s workshops in Mantes la Ville, France, ensuring superior quality and craftsmanship.
        </p>
      </header>
    </section>

    <section>
      <h2 class=""h3""><strong>Designed for Professional Performance</strong></h2>
      <p>
        From its ergonomic adjustable thumb rest to the high-grade blue steel springs, every element of the Tradition clarinet is optimized for comfort, precision, and durability. It bridges the gap between classic artistry and cutting-edge design, making it the preferred choice for clarinetists aiming for perfection.
      </p>
    </section>
  </div>

  <!-- Tab Content: Technical Details -->
  <div class=""tab-content"" id=""specifications"">
    <p class=""h2""><strong>Key Specifications</strong></p>
    <table class=""spec-table"">
      <colgroup>
        <col style=""width: 33%;"">
        <col style=""width: 67%;"">
      </colgroup>
      <tbody>
        <tr>
          <th>Key</th>
          <td>B♭</td>
        </tr>
        <tr>
          <th>Pitch</th>
          <td>440/442 Hz</td>
        </tr>
        <tr>
          <th>Body Material</th>
          <td>Natural grenadilla wood (Dalbergia Melanoxylon)</td>
        </tr>
        <tr>
          <th>Bore</th>
          <td>Cylindrical</td>
        </tr>
        <tr>
          <th>Barrels</th>
          <td>65 mm and 66 mm</td>
        </tr>
        <tr>
          <th>Keys</th>
          <td>19 keys, silver- or nickel-plated finish</td>
        </tr>
        <tr>
          <th>Rings</th>
          <td>6</td>
        </tr>
        <tr>
          <th>Thumb Rest</th>
          <td>Adjustable</td>
        </tr>
        <tr>
          <th>Springs</th>
          <td>Blue steel</td>
        </tr>
        <tr>
          <th>Pads</th>
          <td>GT waterproof, leather, and natural cork</td>
        </tr>
        <tr>
          <th>Case</th>
          <td>Pochette style, dark naugahyde</td>
        </tr>
      </tbody>
    </table>
  </div>

  <footer>
    <p>
      The <strong>Buffet Crampon Tradition B♭ Clarinet</strong> blends the best of heritage and modern innovation, delivering a pure, centered sound with refined features. Elevate your performance with an instrument crafted for the discerning professional.
    </p>
  </footer>
</article>

<script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>
",Buffet Crampon,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets,Clarinets,"B Flat, Bb, buffet, buffet-crampon, clarinet, grenadilla, horn, INSTRUMENT, Key of Bb, New, Nickel, pro, Professional, Silver, tradition",true,Key Plating,Nickel,,,,,,,,BC1116LN-5-0P-1,6259.574706,shopify,continue,manual,6178.00,10055.00,true,true,0695121120104,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponTraditionB_Clarinet0.webp?v=1737620322,1,"",false,Buffet Crampon Tradition B♭ Clarinet – Pure Sound & Craftsmanship,"Discover the Buffet Crampon Tradition B♭ Clarinet, a professional instrument combining refined craftsmanship and pure sound, inspired by the Legende clarinet.",,,,,,,,,,,,,Buffet Crampon,Bb Soprano Clarinet,Bb Soprano Clarinet, Bb,,,, Silver Plated,,,,,,Instrument,,,,,,,,,,,,,,,,,,,,,,,,lb,,4759.00,active
buffet-crampon-tradition-bb-clarinets,,,,,,,,,Silver,,,,,,,,BC1116LN-5-0P-2,6259.574706,shopify,continue,manual,6564.00,10700.00,true,true,"",https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponTraditionB_Clarinet4.webp?v=1737620326,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,5065.00,
buffet-crampon-tradition-bb-clarinets,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponTraditionB_Clarinet2.webp?v=1737620326,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-tradition-bb-clarinets,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponTraditionB_Clarinet3.webp?v=1737620326,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-tradition-bb-clarinets,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponTraditionB_Clarinet1.webp?v=1737620326,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
